trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.9995}",30,0,-213.59456823723184,"{0: 16, 1: 1, 2: 9, 3: 1, 4: 3}",0
2,False,"{'a': 0.1, 'e': 0.9990000000000001}",20,0,-103.71105639080842,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
3,False,"{'a': 0.1, 'e': 0.9985000000000002}",25,16,-37.326368805029055,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
4,False,"{'a': 0.1, 'e': 0.9980000000000002}",20,0,-178.04961238402475,"{0: 10, 1: 4, 2: 1, 3: 2, 4: 3}",0
5,False,"{'a': 0.1, 'e': 0.9975000000000003}",20,0,-111.39974560677496,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
6,False,"{'a': 0.1, 'e': 0.9970000000000003}",25,0,-82.52133439300552,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
7,False,"{'a': 0.1, 'e': 0.9965000000000004}",25,0,-184.31966052036833,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
8,False,"{'a': 0.1, 'e': 0.9960000000000004}",30,1,-183.07253107467943,"{0: 14, 1: 6, 2: 5, 3: 2, 4: 2}",1
9,False,"{'a': 0.1, 'e': 0.9955000000000005}",20,0,-105.19189082288817,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
10,False,"{'a': 0.1, 'e': 0.9950000000000006}",25,0,-76.02270857770785,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
11,False,"{'a': 0.1, 'e': 0.9945000000000006}",20,0,-70.81037672657298,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
12,False,"{'a': 0.1, 'e': 0.9940000000000007}",25,0,-146.39901965256027,"{0: 15, 1: 2, 2: 3, 3: 4, 4: 1}",0
