trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.995}",30,0,-193.57679467415755,"{0: 17, 1: 5, 2: 3, 3: 2, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.99}",25,0,-132.19600550523813,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.985}",20,8,-4.123678971739989,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
4,False,"{'a': 0.5, 'e': 0.98}",20,0,-174.32398573346802,"{0: 9, 1: 5, 2: 2, 3: 1, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.975}",30,0,-144.4382347036897,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
6,False,"{'a': 0.5, 'e': 0.97}",20,0,-88.67922465022606,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.965}",25,0,-171.87451335369423,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
8,False,"{'a': 0.5, 'e': 0.96}",25,0,-83.47216329722772,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.955}",20,12,-26.95773714774571,"{0: 4, 1: 3, 2: 0, 3: 1, 4: 0}",1
10,False,"{'a': 0.5, 'e': 0.95}",20,0,-64.92818709996946,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.945}",20,0,-133.81837095380976,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
12,False,"{'a': 0.5, 'e': 0.94}",20,0,-86.32733149477393,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.9349999999999999}",30,8,-110.0381114857148,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 2}",1
14,False,"{'a': 0.5, 'e': 0.9299999999999999}",20,0,-140.58830019575018,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.9249999999999999}",25,0,-68.1184369900738,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.9199999999999999}",35,0,-174.66784445389618,"{0: 19, 1: 4, 2: 8, 3: 3, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9149999999999999}",30,0,-197.98145307512863,"{0: 18, 1: 1, 2: 6, 3: 2, 4: 3}",0
18,False,"{'a': 0.5, 'e': 0.9099999999999999}",20,0,-121.06834723744842,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9049999999999999}",25,0,-109.90088610083325,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.8999999999999999}",25,9,-0.49348707235430456,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
