trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.9996}",30,0,-133.44839155574377,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
2,False,"{'a': 0.1, 'e': 0.9992000000000001}",20,0,-129.6907992398939,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
3,False,"{'a': 0.1, 'e': 0.9988000000000001}",25,0,-53.45475136429182,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
4,False,"{'a': 0.1, 'e': 0.9984000000000002}",35,0,-112.10037948846303,"{0: 22, 1: 3, 2: 8, 3: 2, 4: 0}",0
5,False,"{'a': 0.1, 'e': 0.9980000000000002}",20,0,-29.065121578287638,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
6,False,"{'a': 0.1, 'e': 0.9976000000000003}",20,0,-84.80581175678432,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
7,False,"{'a': 0.1, 'e': 0.9972000000000003}",20,0,-127.51974209388625,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
8,False,"{'a': 0.1, 'e': 0.9968000000000004}",30,0,-180.2549357983166,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
9,False,"{'a': 0.1, 'e': 0.9964000000000004}",20,0,-38.58909078463328,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
10,False,"{'a': 0.1, 'e': 0.9960000000000004}",30,9,-112.12006203046751,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 2}",1
11,False,"{'a': 0.1, 'e': 0.9956000000000005}",20,0,-40.51775796326028,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
12,False,"{'a': 0.1, 'e': 0.9952000000000005}",25,11,-78.39474458351123,"{0: 7, 1: 0, 2: 5, 3: 2, 4: 0}",1
13,False,"{'a': 0.1, 'e': 0.9948000000000006}",35,0,-257.5198399364991,"{0: 15, 1: 6, 2: 10, 3: 1, 4: 3}",0
14,False,"{'a': 0.1, 'e': 0.9944000000000006}",25,0,-85.84690380845971,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
15,False,"{'a': 0.1, 'e': 0.9940000000000007}",20,0,-134.71804977927135,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
16,False,"{'a': 0.1, 'e': 0.9936000000000007}",25,0,-148.62758755199314,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
17,False,"{'a': 0.1, 'e': 0.9932000000000007}",20,0,-108.68516866696487,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
18,False,"{'a': 0.1, 'e': 0.9928000000000008}",20,0,-114.73464968449265,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
19,False,"{'a': 0.1, 'e': 0.9924000000000008}",20,0,-46.630909846483625,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
20,False,"{'a': 0.1, 'e': 0.9920000000000009}",20,0,-155.17547741142812,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
21,False,"{'a': 0.1, 'e': 0.9916000000000009}",20,0,-134.1843262598317,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
22,False,"{'a': 0.1, 'e': 0.991200000000001}",20,0,-47.70914519196491,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
23,False,"{'a': 0.1, 'e': 0.990800000000001}",20,0,-118.18261982855425,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
24,False,"{'a': 0.1, 'e': 0.9904000000000011}",20,0,-104.58339221018696,"{0: 14, 1: 0, 2: 2, 3: 3, 4: 1}",0
25,False,"{'a': 0.1, 'e': 0.9900000000000011}",25,0,-91.34008479155632,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
26,False,"{'a': 0.1, 'e': 0.9896000000000011}",25,0,-133.96579426574723,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
27,False,"{'a': 0.1, 'e': 0.9892000000000012}",25,16,6.054175490665406,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.1, 'e': 0.9888000000000012}",20,0,-102.50463129787857,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
29,False,"{'a': 0.1, 'e': 0.9884000000000013}",25,0,-171.2824027628251,"{0: 10, 1: 1, 2: 12, 3: 1, 4: 1}",0
30,False,"{'a': 0.1, 'e': 0.9880000000000013}",20,0,-68.21804088349269,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
31,False,"{'a': 0.1, 'e': 0.9876000000000014}",25,0,-155.20215535637658,"{0: 13, 1: 4, 2: 3, 3: 4, 4: 1}",0
32,False,"{'a': 0.1, 'e': 0.9872000000000014}",20,0,-51.143537393920425,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
33,False,"{'a': 0.1, 'e': 0.9868000000000015}",30,0,-145.67040768260233,"{0: 16, 1: 4, 2: 8, 3: 1, 4: 1}",0
34,False,"{'a': 0.1, 'e': 0.9864000000000015}",30,0,-156.83057386641684,"{0: 17, 1: 3, 2: 6, 3: 3, 4: 1}",0
35,False,"{'a': 0.1, 'e': 0.9860000000000015}",30,0,-235.77760152702749,"{0: 17, 1: 1, 2: 7, 3: 1, 4: 4}",1
36,False,"{'a': 0.1, 'e': 0.9856000000000016}",30,0,-156.09352926461554,"{0: 13, 1: 7, 2: 8, 3: 1, 4: 1}",0
37,False,"{'a': 0.1, 'e': 0.9852000000000016}",20,0,-3.532792562573553,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
38,False,"{'a': 0.1, 'e': 0.9848000000000017}",30,0,-189.69969285479021,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 3}",0
39,False,"{'a': 0.1, 'e': 0.9844000000000017}",25,0,-151.82765801274118,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
40,False,"{'a': 0.1, 'e': 0.9840000000000018}",30,0,-131.23695614151677,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
41,False,"{'a': 0.1, 'e': 0.9836000000000018}",25,0,-114.59681202872949,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
42,False,"{'a': 0.1, 'e': 0.9832000000000019}",25,0,-156.90977158778136,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
43,False,"{'a': 0.1, 'e': 0.9828000000000019}",25,0,-140.0343760014972,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
44,False,"{'a': 0.1, 'e': 0.9824000000000019}",30,0,-123.97086482352306,"{0: 20, 1: 2, 2: 4, 3: 3, 4: 1}",0
45,False,"{'a': 0.1, 'e': 0.982000000000002}",20,0,-172.6803774757627,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
46,False,"{'a': 0.1, 'e': 0.981600000000002}",30,0,-98.04258781428182,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
47,False,"{'a': 0.1, 'e': 0.9812000000000021}",25,9,-82.81673491098299,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 1}",1
48,False,"{'a': 0.1, 'e': 0.9808000000000021}",25,0,-217.25582957538813,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 4}",0
49,False,"{'a': 0.1, 'e': 0.9804000000000022}",20,0,-5.914981053212886,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
50,False,"{'a': 0.1, 'e': 0.9800000000000022}",20,8,-18.733291156248054,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
51,False,"{'a': 0.1, 'e': 0.9796000000000022}",20,0,-93.44903345803466,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
52,False,"{'a': 0.1, 'e': 0.9792000000000023}",20,0,-92.6115705809999,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
53,False,"{'a': 0.1, 'e': 0.9788000000000023}",25,0,-95.19564723203199,"{0: 15, 1: 4, 2: 3, 3: 3, 4: 0}",0
54,False,"{'a': 0.1, 'e': 0.9784000000000024}",20,0,-59.05582456202217,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
55,False,"{'a': 0.1, 'e': 0.9780000000000024}",25,9,-57.60624190745837,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
56,False,"{'a': 0.1, 'e': 0.9776000000000025}",25,0,-136.14105855371565,"{0: 12, 1: 7, 2: 3, 3: 2, 4: 1}",0
57,False,"{'a': 0.1, 'e': 0.9772000000000025}",25,0,-161.55841665086317,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
58,False,"{'a': 0.1, 'e': 0.9768000000000026}",30,0,-199.12248363768418,"{0: 17, 1: 6, 2: 3, 3: 0, 4: 4}",0
59,False,"{'a': 0.1, 'e': 0.9764000000000026}",30,0,-77.57988133815714,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
60,False,"{'a': 0.1, 'e': 0.9760000000000026}",25,0,-120.76031784741221,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
61,False,"{'a': 0.1, 'e': 0.9756000000000027}",20,0,-72.24378754843711,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
62,False,"{'a': 0.1, 'e': 0.9752000000000027}",30,0,-192.16122317727712,"{0: 15, 1: 4, 2: 7, 3: 2, 4: 2}",0
63,False,"{'a': 0.1, 'e': 0.9748000000000028}",25,0,-108.74057501402216,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
64,False,"{'a': 0.1, 'e': 0.9744000000000028}",20,0,-87.02694558358338,"{0: 12, 1: 5, 2: 0, 3: 2, 4: 1}",0
65,False,"{'a': 0.1, 'e': 0.9740000000000029}",30,0,-168.0709914773247,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
66,False,"{'a': 0.1, 'e': 0.9736000000000029}",25,20,5.487708092266315,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.1, 'e': 0.973200000000003}",25,10,-141.63895532650616,"{0: 6, 1: 2, 2: 4, 3: 1, 4: 2}",1
68,False,"{'a': 0.1, 'e': 0.972800000000003}",20,0,-100.10693567927449,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
69,False,"{'a': 0.1, 'e': 0.972400000000003}",20,0,-37.852820326876575,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
70,False,"{'a': 0.1, 'e': 0.9720000000000031}",20,0,-74.4097353127581,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
71,False,"{'a': 0.1, 'e': 0.9716000000000031}",30,0,-266.1280056710854,"{0: 14, 1: 4, 2: 6, 3: 2, 4: 4}",0
72,False,"{'a': 0.1, 'e': 0.9712000000000032}",30,0,-122.655465894028,"{0: 17, 1: 6, 2: 5, 3: 1, 4: 1}",0
73,False,"{'a': 0.1, 'e': 0.9708000000000032}",20,0,-139.86615920144484,"{0: 9, 1: 5, 2: 3, 3: 1, 4: 2}",0
74,False,"{'a': 0.1, 'e': 0.9704000000000033}",25,0,-150.42037186818374,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
75,False,"{'a': 0.1, 'e': 0.9700000000000033}",20,0,-88.81887383294684,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
76,False,"{'a': 0.1, 'e': 0.9696000000000033}",20,0,-173.1951676491175,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
77,False,"{'a': 0.1, 'e': 0.9692000000000034}",30,0,-76.29244506023268,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
78,False,"{'a': 0.1, 'e': 0.9688000000000034}",30,0,-240.2693162768729,"{0: 14, 1: 5, 2: 7, 3: 0, 4: 4}",0
79,False,"{'a': 0.1, 'e': 0.9684000000000035}",20,0,-33.853388257408525,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
80,False,"{'a': 0.1, 'e': 0.9680000000000035}",25,0,-130.3464318582435,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
81,False,"{'a': 0.1, 'e': 0.9676000000000036}",20,0,-71.6945100514357,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
82,False,"{'a': 0.1, 'e': 0.9672000000000036}",30,16,-118.43433951920748,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 2}",1
83,False,"{'a': 0.1, 'e': 0.9668000000000037}",20,0,-63.79560270411407,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
84,False,"{'a': 0.1, 'e': 0.9664000000000037}",20,0,-128.0185810545497,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
85,False,"{'a': 0.1, 'e': 0.9660000000000037}",20,0,-102.99876352854514,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
86,False,"{'a': 0.1, 'e': 0.9656000000000038}",30,0,-163.19577401307902,"{0: 18, 1: 2, 2: 5, 3: 4, 4: 1}",0
87,False,"{'a': 0.1, 'e': 0.9652000000000038}",25,0,-257.73455678571685,"{0: 10, 1: 2, 2: 8, 3: 1, 4: 4}",0
88,False,"{'a': 0.1, 'e': 0.9648000000000039}",30,12,-37.265525360491935,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
89,False,"{'a': 0.1, 'e': 0.9644000000000039}",20,0,-83.25553303897868,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
90,False,"{'a': 0.1, 'e': 0.964000000000004}",25,0,-116.14283988151662,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
91,False,"{'a': 0.1, 'e': 0.963600000000004}",20,0,-131.5774690304678,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
92,False,"{'a': 0.1, 'e': 0.963200000000004}",20,0,-178.60793384728413,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
93,False,"{'a': 0.1, 'e': 0.9628000000000041}",20,0,-115.77518184141346,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
94,False,"{'a': 0.1, 'e': 0.9624000000000041}",25,0,-200.1968604026508,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
95,False,"{'a': 0.1, 'e': 0.9620000000000042}",25,0,-175.36628136675225,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
96,False,"{'a': 0.1, 'e': 0.9616000000000042}",35,16,-114.17071986861447,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 1}",1
97,False,"{'a': 0.1, 'e': 0.9612000000000043}",35,0,-114.68474842360618,"{0: 23, 1: 7, 2: 3, 3: 0, 4: 2}",0
98,False,"{'a': 0.1, 'e': 0.9608000000000043}",20,0,-174.51610209526345,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
