trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
229,False,"{'a': 0.1, 'e': 0.10010587426148984}",20,16,8.515037166260097,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.1, 'e': 0.09910481551887494}",25,0,16.47946246590435,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.1, 'e': 0.0981137673636862}",30,15,4.627910887524642,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
232,False,"{'a': 0.1, 'e': 0.09713262969004934}",20,0,-48.515348689658055,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
233,False,"{'a': 0.1, 'e': 0.09616130339314884}",25,3,16.94328950618216,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
234,False,"{'a': 0.1, 'e': 0.09519969035921735}",30,4,41.835926038691504,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.1, 'e': 0.09424769345562518}",20,16,5.900212632204481,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.1, 'e': 0.09330521652106893}",30,18,10.472588813684023,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.1, 'e': 0.09237216435585824}",25,16,15.792105744314116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.1, 'e': 0.09144844271229965}",30,16,25.30114428752775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.1, 'e': 0.09053395828517666}",20,0,30.685389515068742,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.1, 'e': 0.08962861870232489}",20,0,24.784602113493786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.1, 'e': 0.08873233251530163}",20,9,22.9971941361603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.1, 'e': 0.08784500919014862}",20,8,10.992667340672362,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.1, 'e': 0.08696655909824713}",25,10,31.47265341089603,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.1, 'e': 0.08609689350726465}",20,12,1.5306218358533337,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.1, 'e': 0.085235924572192}",25,13,25.438391327879412,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.1, 'e': 0.08438356532647008}",30,8,17.193345340152973,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.1, 'e': 0.08353972967320537}",20,10,6.621709618952067,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.1, 'e': 0.08270433237647332}",20,8,17.752764198997827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.1, 'e': 0.08187728905270858}",25,11,27.19237800439237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.1, 'e': 0.08105851616218149}",20,14,11.555324769345413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.1, 'e': 0.08024793100055967}",25,3,24.14006599045962,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.1, 'e': 0.07944545169055407}",25,6,32.42154553784487,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
