trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
99,False,"{'a': 0.1, 'e': 0.9009999999999999}",30,0,-172.63849158542578,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
100,False,"{'a': 0.1, 'e': 0.8999999999999999}",20,0,-119.70834809349955,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
101,False,"{'a': 0.1, 'e': 0.8989999999999999}",25,0,-93.75560744522795,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
102,False,"{'a': 0.1, 'e': 0.8979999999999999}",30,0,-182.4333473532558,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
103,False,"{'a': 0.1, 'e': 0.8969999999999999}",25,0,-105.85981881060809,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
104,False,"{'a': 0.1, 'e': 0.8959999999999999}",35,0,-148.08348812342194,"{0: 22, 1: 4, 2: 4, 3: 4, 4: 1}",0
105,False,"{'a': 0.1, 'e': 0.8949999999999999}",25,0,-38.37890190517464,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
106,False,"{'a': 0.1, 'e': 0.8939999999999999}",25,0,-64.39830011181249,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
107,False,"{'a': 0.1, 'e': 0.8929999999999999}",20,0,-60.06065881201092,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
108,False,"{'a': 0.1, 'e': 0.8919999999999999}",25,0,-139.2289355878576,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
109,False,"{'a': 0.1, 'e': 0.8909999999999999}",25,0,-55.370330882513834,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
110,False,"{'a': 0.1, 'e': 0.8899999999999999}",30,0,-90.45934570763069,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
111,False,"{'a': 0.1, 'e': 0.8889999999999999}",35,18,-66.19994089504996,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
112,False,"{'a': 0.1, 'e': 0.8879999999999999}",20,0,-39.467610518801635,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
113,False,"{'a': 0.1, 'e': 0.8869999999999999}",25,0,-99.98250680076,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
114,False,"{'a': 0.1, 'e': 0.8859999999999999}",25,0,-170.42398808607078,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
115,False,"{'a': 0.1, 'e': 0.8849999999999999}",20,0,-81.50807073010685,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
116,False,"{'a': 0.1, 'e': 0.8839999999999999}",30,0,-82.26222338743517,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
117,False,"{'a': 0.1, 'e': 0.8829999999999999}",30,0,-190.84267353045425,"{0: 14, 1: 4, 2: 9, 3: 1, 4: 2}",0
118,False,"{'a': 0.1, 'e': 0.8819999999999999}",30,0,-157.45881465567564,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
119,False,"{'a': 0.1, 'e': 0.8809999999999999}",20,0,-136.04455038009934,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
120,False,"{'a': 0.1, 'e': 0.8799999999999999}",25,0,-80.09165102500603,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
121,False,"{'a': 0.1, 'e': 0.8789999999999999}",25,7,-49.499737076991316,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 0}",1
122,False,"{'a': 0.1, 'e': 0.8779999999999999}",25,0,-67.84148446132059,"{0: 15, 1: 6, 2: 3, 3: 1, 4: 0}",0
123,False,"{'a': 0.1, 'e': 0.8769999999999999}",20,0,-112.87785131578227,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
124,False,"{'a': 0.1, 'e': 0.8759999999999999}",30,0,-162.8681749183661,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
125,False,"{'a': 0.1, 'e': 0.8749999999999999}",30,12,-48.831928581307,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
126,False,"{'a': 0.1, 'e': 0.8739999999999999}",25,0,-189.7450367838698,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 3}",0
127,False,"{'a': 0.1, 'e': 0.8729999999999999}",30,0,-89.3377757955575,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
128,False,"{'a': 0.1, 'e': 0.8719999999999999}",20,0,-11.046456761823737,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
129,False,"{'a': 0.1, 'e': 0.8709999999999999}",20,4,-71.48178315758793,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
130,False,"{'a': 0.1, 'e': 0.8699999999999999}",25,0,-121.8333315456594,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
131,False,"{'a': 0.1, 'e': 0.8689999999999999}",20,0,-29.114725684294598,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
132,False,"{'a': 0.1, 'e': 0.8679999999999999}",20,0,-141.41167956886562,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
133,False,"{'a': 0.1, 'e': 0.8669999999999999}",30,0,-70.67852704643578,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
134,False,"{'a': 0.1, 'e': 0.8659999999999999}",30,0,-258.1998067531851,"{0: 16, 1: 3, 2: 4, 3: 3, 4: 4}",0
135,False,"{'a': 0.1, 'e': 0.8649999999999999}",20,12,-8.633834057148055,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
136,False,"{'a': 0.1, 'e': 0.8639999999999999}",30,18,-9.734568649731699,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
137,False,"{'a': 0.1, 'e': 0.8629999999999999}",20,0,-43.677493066741185,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
138,False,"{'a': 0.1, 'e': 0.8619999999999999}",25,0,-158.59202521063085,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
139,False,"{'a': 0.1, 'e': 0.8609999999999999}",25,0,-132.97621478322634,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
140,False,"{'a': 0.1, 'e': 0.8599999999999999}",20,0,-57.99583431076916,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
141,False,"{'a': 0.1, 'e': 0.8589999999999999}",20,0,-124.0607050053253,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
142,False,"{'a': 0.1, 'e': 0.8579999999999999}",20,0,-48.872076452299986,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
143,False,"{'a': 0.1, 'e': 0.8569999999999999}",20,10,16.078922970090378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.1, 'e': 0.8559999999999999}",20,0,-145.00174799943989,"{0: 9, 1: 5, 2: 3, 3: 1, 4: 2}",0
145,False,"{'a': 0.1, 'e': 0.8549999999999999}",30,6,-58.698605371941596,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 1}",1
146,False,"{'a': 0.1, 'e': 0.8539999999999999}",25,1,-212.88771070640178,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 4}",1
147,False,"{'a': 0.1, 'e': 0.8529999999999999}",20,0,-101.17672063577224,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
148,False,"{'a': 0.1, 'e': 0.8519999999999999}",25,0,-183.39076566367552,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
149,False,"{'a': 0.1, 'e': 0.8509999999999999}",30,0,-175.40127954656543,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
150,False,"{'a': 0.1, 'e': 0.8499999999999999}",25,0,-145.7207569645711,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
151,False,"{'a': 0.1, 'e': 0.8489999999999999}",20,0,-63.7807445330491,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
152,False,"{'a': 0.1, 'e': 0.8479999999999999}",20,0,-112.77952463466484,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
153,False,"{'a': 0.1, 'e': 0.8469999999999999}",25,0,-86.22896324951124,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
154,False,"{'a': 0.1, 'e': 0.8459999999999999}",30,0,-9.237203382957969,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
155,False,"{'a': 0.1, 'e': 0.8449999999999999}",25,12,-84.00544172443693,"{0: 8, 1: 1, 2: 1, 3: 2, 4: 1}",1
156,False,"{'a': 0.1, 'e': 0.8439999999999999}",20,0,-71.80963462658875,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
157,False,"{'a': 0.1, 'e': 0.8429999999999999}",20,0,-55.78936767493214,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
158,False,"{'a': 0.1, 'e': 0.8419999999999999}",30,0,-129.6935049535237,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
159,False,"{'a': 0.1, 'e': 0.8409999999999999}",20,0,-161.52258759821163,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
160,False,"{'a': 0.1, 'e': 0.8399999999999999}",25,0,-104.38845168690514,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
161,False,"{'a': 0.1, 'e': 0.8389999999999999}",30,0,-125.73074139921353,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
162,False,"{'a': 0.1, 'e': 0.8379999999999999}",20,0,-62.24615870903692,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
